filepath,label,tumor,sequence
/content/brain_mri_work/clean/Carcinoma/eherh_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/5_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/f_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/s_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/jutyhrggth_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/df_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/6c80cbed36ff2eac641b687575159d096633c503e2694503308cbe2dc799354d_big_gallery_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/v_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/6745_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/trdh6ye65yh_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/ehy_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/9ikmjdtyh_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/dad48f65636382f44871a9027a54b43259f0df530c839a9af8f1f39ae8c4fd74_big_gallery_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/13d59343ab844910c10b035e21b7d4_big_gallery_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/i_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_09_44-Window_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/6he5ert_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/x_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_09_52-Window_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_09_55-Window_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/ee3a47a5eab1ef8fb6e8c87a6e4f87c879424b90bf7c75c81b95d64c2660e4ef_big_gallery_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/a_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/456_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_09_42-Window_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/678_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_09_47-Window_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/57_clean.jpg,Carcinoma,Carcinoma,UNK
/content/brain_mri_work/clean/Carcinoma/72._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/65._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/bd9d4fddb2a8b66b1b55646e2a47f6c0d53698404d14c51b230550284cd2b3e4_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/b4df0691fe965e1dbba4f73e548255_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/d5ebf85003818005a351c4af3b3b5a_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/f4128de3c91aafcad343ffafb688db_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_11_15-Window_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/111._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/108._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/69._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/21eba256297e404297b466315031ccb7da7bf0074b9d8f3fdf1c081e62e3e048_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/73._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/68._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/62._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/101._big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/247077ba7231ddd70f7be8911cae7c232d9f6b32a3f7778232bc621ea075bf56_big_gallery_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_11_12-Window_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Carcinoma/2022-06-09 14_11_08-Window_clean.jpg,Carcinoma,Carcinoma,T2
/content/brain_mri_work/clean/Ependymoma/ac2475c6ac29b0326dd44141c99014_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/408bf2e83d471a712641094f75403f_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/aa0e12a5ab2ef840614fc9e76bb17d_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/147357401b350b62c231a1796e0dc4_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/9c445e2866345c299517f07c513ad4_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/cf44f513abeffbc2f6160683e6eb3e_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/87b1882711f12d46d81e74f7166cc6_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/a2f5d4e5b3fd9704438dcc7969c853_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/56fb2fe76cbfea437072c8a655c5ef_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/278eb43ad45f8cff2f170e26d4ed81_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/0e9213ec41aca67cf6bef5723c1cb4_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/277f204c096833b5d9c213ad349c71_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/d1d5bed7a94acc05ac6ef7d1dd21a6_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/53f81799c41bc1b5559b5a7ae5ae10_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/1cfa9b2b86c400725560e99cac999a_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/759770af73daedf887196ebb927aaf_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/ad7a8a5eeaf2fe1be6577ef68023e2_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/3bcaf4734d3e6abd2b409888d1cce0_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/ecdf35fb96b10351f74eba1c07e826_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/2a38810d90ee55020472c448f57222_big_gallery_clean.jpg,Ependymoma,Ependymoma,T1
/content/brain_mri_work/clean/Ependymoma/1b1d8465e93e343a8e273fbb434626_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/79d9cc907fa27a5ed38b9c8c985345_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/15ad1dd61ed3f552c2ede940e44010_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/a3fcb2219a60e2c5f8c051a4632e12_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/61648b2cdd57087288efa51b2dab30_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/d9a7dfd2b6c3e6d341dc6b010479e5_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/b386aebf981e7ce873c58bd5cf448f_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/575c77689892631f9a4f1643ac7f8e_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/408e7856634fca1ead2538943b9117_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/5f876ee46dba63786b3bcf71193ff6_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/e55f90c1a15a6d9ffa6bbc5a8c55fc_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/4e16788043e7adfc35f8563e346224_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/70346483d93a0b4a272418736ad3be_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/4747e702d32f87879a5af404611f9d_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/6cdbe0b8c0b17eb7d02bfbb88b704b_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/356a41fcaa9e3731480baf4217b101_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/9a38ee628f41de757e55456f2c5c54_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/a017c8939ebb1d831bbed844401324_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/25ffd2516247b319aa936f0733618a_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/39f5c9e89c1465d1fd450f6bcbb2ee_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/dff71810d06f9a1d15acc44abb5b8d_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/787d42b76e207ace18f8c4ec0ae969_big_gallery_clean.jpg,Ependymoma,Ependymoma,UNK
/content/brain_mri_work/clean/Ependymoma/9c0cac4134f10608d6b8c1c96b9cf9_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c78c4b33c131168baf8b8ee5db85be_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/65ce0561d03f6d590c0671b7387991_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/0ee15dca7a950b3e6b299aa921d18b_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/57b14e12a275644886cfa7b669eba8_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/d23eb6f105a0d10c603997e60dd31c_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c4910a0312cd2ae1e2b971835665ea_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/0906f7c8aa6f70ae91e6bf15491ab7_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/47dfd659d7e9c747c9da4ea24be4ff_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/a1951d6b0cc1644a552ea1d6877395_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/1eb5962b64fede91aa7daf2c7e8372_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/e27a32c93ec8e4ca25947af9f7dd94_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c43b54b4da1d6a07e1006ef1ea54ee_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/cfb8cc66c4c24acbb236c19c8de617_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/327bb9f46508e07d2c54968544c8a0_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/7969b7e24e3f7e8efd05197853f461_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/a8cb389bc9f977b6d0e025fad579cd_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/ebf441cf719361ebf2a65280c6d04c_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c8e8dbd4ef731e7cf8a1dd886605db_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/d0c11e91bb199e8691cc6cbe533e3c_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/a45ce7293334265a43aa4c7522b65f_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/4b54ce998b22c14e625ae79c4ee113_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/3d89da717e8c3485c4d41eb59e729a_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/73c7a6d5cd132813aa32de7063b8ab_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/d18353902078dcc8c5d40122f17c8e_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/20944b104d4fe2d512994265ef9c61_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/f604aa5376e769ca5041c64d22d596_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/10cf22375267f09aca4242762a3b21_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/69f98f68b58d4680786839f4214d8e_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c65b3b48fe64319ea27e603d813277_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/c374918229d8364e0806c2dd4de316_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ependymoma/0e675369d3b6a1c182fa462e5b36e9_big_gallery_clean.jpg,Ependymoma,Ependymoma,T2
/content/brain_mri_work/clean/Ganglioglioma/bfb29575257618fc0e663524407609_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/a62d2a0098d76c09d2690dad9f95d7_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/c5f1de98c80b12e2142f91b3adc1f8_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.80.3040119935.32584.1613839126.11_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.80.3040119935.32584.1613839126.10_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/dfba4edce76806cd55822222ff7d54_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/1b4cc51cf70e28c03fc0fa8fe43eec_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/bb52c86460a3c06f837918fe74b529_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/bc048b5e260f4a08ec39a5632fa8b0_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T1
/content/brain_mri_work/clean/Ganglioglioma/47b5b4ad60f6344e5b993bd3841e93_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/f01e0ce9ed3e7aef6315353830c3c1_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/d3616e86a0caf8caf3c332db80af74_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/8bc1f87f7f1c3a5cf06536209d896a_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.80.3040119935.17384.1613989624.9_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/3536c6c287d24def557988213dff37_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/7._big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.80.3040119935.17384.1613989624.11_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/753d3f6309ba9c255d50b8591478ec_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/0d2b1a33f7f5ed1489ef8d1ae24f4f_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.80.3040119935.17384.1613989624.10_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,UNK
/content/brain_mri_work/clean/Ganglioglioma/43ecc715e346120e8f032da74bcb45_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.408.14196467.3443839.18200.1613811281.275_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/2efeda36bc3abc917eebfd60a89a3a_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/6c73746fd84e1beb2801de01fbc695_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/9fd88ee4fd0b46764a58e5b142c0b1_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/fcfe6546e233f6cc8553667c2b83e6_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Ganglioglioma/1.2.840.113619.2.408.14196467.3443839.18200.1613811281.274_big_gallery_clean.jpg,Ganglioglioma,Ganglioglioma,T2
/content/brain_mri_work/clean/Germinoma/e9aef445b14e2a124fe8404f3f107a_big_gallery_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/57_big_gallery_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_55_45-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/73cde17a886d773c3bde7e182c44bd_big_gallery_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_55_53-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_55_40-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_55_49-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T1
/content/brain_mri_work/clean/Germinoma/8b214ed3be3192094c67b073f870fa_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_57_31-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/2b2ff71eb22a61bb9f7f141f5fd9f5_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_57_40-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/85b108250d37c6c5a0b6f084f9619e_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/93fbafbfa2d4922306d7d6ef090cc1_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_57_36-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_57_46-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/7c0ad82f17b6def88ff93aca761a85_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/c6d17d6b682935962f84ae00c6b8e3_big_gallery_clean.jpg,Germinoma,Germinoma,UNK
/content/brain_mri_work/clean/Germinoma/3fe4c2b7ab9b56c8687a6b9c56ff46_big_gallery_clean.jpg,Germinoma,Germinoma,T2
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_56_59-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T2
/content/brain_mri_work/clean/Germinoma/2022-06-10 13_56_25-Pineal germinoma _ Radiology Case _ Radiopaedia.org_clean.jpg,Germinoma,Germinoma,T2
/content/brain_mri_work/clean/Germinoma/9c8969b5c8d616ade0307a6e00e3d7_big_gallery_clean.jpg,Germinoma,Germinoma,T2
/content/brain_mri_work/clean/Germinoma/a27c063929cef2612a53f4c6dc6358_big_gallery_clean.jpg,Germinoma,Germinoma,T2
/content/brain_mri_work/clean/Glioblastoma/af7d6f185be4a65e030e9528b5b662_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/460bda8f7a109f8563ff9aa8e3fb5c_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/2022-06-10 13_43_41-Glioblastoma NOS _ Radiology Case _ Radiopaedia.org_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/f76a605e5d0205e33c81bb679c598f_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/ad1619eb7b7441dbfdd224a0b7fa81_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/fa6ce6e93bddad659549a33c820d62_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/2022-06-10 13_43_50-Glioblastoma NOS _ Radiology Case _ Radiopaedia.org_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/4113c9b5518ef80986741d19c55d68_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/73fbc1c04c700662b9935d80a4de74_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T1
/content/brain_mri_work/clean/Glioblastoma/621189d5e068b173f1d4312a2b184d_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/f103dcce6476bfa0faf194960be334_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/bc2d0c30cd3a66ed39b6e7d15cbc6e_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/175e70132275e090d818410be17aa1_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/37b2e7217e4afd088ded706bd1b6286aa1f561de5555d0e04630f007b96805eb_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/95e5610adb4bc6087c31fd915cb0faeece134fe8d800e9f59a9924c196209d67_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/a401b124e60d039d1ef5d7d98b4619_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/291162a71a7006c9393f32ab9fe560_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/32183cabbf813c3090c23004d241f5_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,UNK
/content/brain_mri_work/clean/Glioblastoma/ef3be25b2e9b705ffd63261e96d847_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/57b1132a9a6ea06df0c18adf4bf2a4_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/ed35e872c52ad44d47caed321a24d6_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/aa7b3e25a399ed3877ec7216f13a11_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/465f71c71ec078d9bbc8ed2c3fdde2_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/3bebb09f6fc45796673b6cc57c2974_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/cd4ab3457b7aa0426e5dc1544fff36_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/95553fbf73b1ac7458aca3981ccf25_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
/content/brain_mri_work/clean/Glioblastoma/8a961403df6f1e73caa8f2101182e7_big_gallery_clean.jpg,Glioblastoma,Glioblastoma,T2
